run_id,production_date,shift_id,machine_id,product_id,operator_id,planned_time_min,run_time_min,total_count,good_count,scrap_count
RUN03323,2024-10-24,T2,M04,P03,OP14,480,317,868,811,57
RUN03324,2024-10-24,T2,M05,P04,OP14,480,426,3099,3088,11
RUN03325,2024-10-24,T2,M06,P04,OP08,480,350,3919,3714,205
RUN03326,2024-10-24,T2,M07,P03,OP11,480,402,1567,1500,67
RUN03327,2024-10-24,T2,M09,P01,OP08,480,446,2353,2290,63
RUN03328,2024-10-24,T2,M10,P04,OP05,480,386,1286,1227,59
RUN03329,2024-10-24,T2,M11,P03,OP17,480,448,890,871,19
RUN03330,2024-10-24,T2,M12,P05,OP17,480,361,615,575,40
RUN03331,2024-10-24,T3,M02,P03,OP03,480,405,1869,1806,63
RUN03332,2024-10-24,T3,M04,P04,OP15,480,354,877,819,58
RUN03333,2024-10-24,T3,M05,P03,OP18,480,417,2898,2898,0
RUN03334,2024-10-24,T3,M06,P03,OP18,480,416,4404,4113,291
RUN03335,2024-10-24,T3,M07,P05,OP12,480,370,1324,1301,23
RUN03336,2024-10-24,T3,M08,P02,OP06,480,377,1358,1274,84
RUN03337,2024-10-24,T3,M09,P03,OP09,480,435,2422,2422,0
RUN03338,2024-10-24,T3,M10,P02,OP06,480,352,1082,1077,5
RUN03339,2024-10-24,T3,M11,P01,OP06,480,312,678,660,18
RUN03340,2024-10-24,T3,M12,P05,OP12,480,333,551,491,60
RUN03341,2024-10-25,T1,M01,P04,OP01,480,402,1870,1856,14
RUN03342,2024-10-25,T1,M03,P02,OP01,480,444,1209,1192,17
RUN03343,2024-10-25,T1,M04,P02,OP16,480,288,766,727,39
RUN03344,2024-10-25,T1,M05,P01,OP07,480,370,2761,2681,80
RUN03345,2024-10-25,T1,M06,P04,OP16,480,418,4664,4509,155
RUN03346,2024-10-25,T1,M07,P04,OP07,480,389,1489,1474,15
RUN03347,2024-10-25,T1,M08,P03,OP04,480,408,1506,1476,30
RUN03348,2024-10-25,T1,M09,P04,OP01,480,424,2464,2453,11
RUN03349,2024-10-25,T1,M10,P04,OP16,480,391,1192,1154,38
RUN03350,2024-10-25,T1,M11,P04,OP13,480,388,890,872,18
RUN03351,2024-10-25,T2,M01,P03,OP17,480,408,1780,1780,0
RUN03352,2024-10-25,T2,M02,P03,OP11,480,390,1783,1730,53
RUN03353,2024-10-25,T2,M03,P02,OP02,480,386,1051,995,56
RUN03354,2024-10-25,T2,M06,P03,OP05,480,376,3986,3883,103
RUN03355,2024-10-25,T2,M07,P05,OP08,480,401,1490,1425,65
RUN03356,2024-10-25,T2,M08,P02,OP05,480,360,1214,1145,69
RUN03357,2024-10-25,T2,M09,P04,OP17,480,413,2427,2427,0
RUN03358,2024-10-25,T2,M10,P04,OP11,480,331,1025,990,35
RUN03359,2024-10-25,T2,M11,P03,OP14,480,346,736,693,43
RUN03360,2024-10-25,T2,M12,P04,OP11,480,341,575,551,24
RUN03361,2024-10-25,T3,M01,P02,OP15,480,407,1924,1924,0
RUN03362,2024-10-25,T3,M02,P02,OP03,480,413,1880,1838,42
RUN03363,2024-10-25,T3,M03,P01,OP18,480,319,908,865,43
RUN03364,2024-10-25,T3,M04,P01,OP09,480,351,909,860,49
RUN03365,2024-10-25,T3,M06,P02,OP12,480,353,3907,3756,151
RUN03366,2024-10-25,T3,M07,P04,OP15,480,391,1444,1395,49
RUN03367,2024-10-25,T3,M08,P05,OP03,480,365,1279,1248,31
RUN03368,2024-10-25,T3,M09,P03,OP09,480,451,2706,2612,94
RUN03369,2024-10-25,T3,M10,P05,OP09,480,380,1229,1229,0
RUN03370,2024-10-25,T3,M11,P02,OP09,480,422,932,900,32
RUN03371,2024-10-25,T3,M12,P04,OP15,480,357,635,616,19
RUN03372,2024-10-26,T1,M02,P01,OP07,480,355,1711,1626,85
RUN03373,2024-10-26,T1,M03,P02,OP01,480,433,1183,1103,80
RUN03374,2024-10-26,T1,M04,P01,OP04,480,322,838,803,35
RUN03375,2024-10-26,T1,M05,P03,OP16,480,432,3053,3018,35
RUN03376,2024-10-26,T1,M07,P03,OP10,480,387,1506,1466,40
RUN03377,2024-10-26,T1,M08,P02,OP07,480,353,1229,1126,103
RUN03378,2024-10-26,T1,M09,P03,OP13,480,418,2508,2508,0
RUN03379,2024-10-26,T1,M11,P05,OP13,480,397,913,899,14
RUN03380,2024-10-26,T2,M01,P02,OP08,480,367,1662,1636,26
RUN03381,2024-10-26,T2,M02,P03,OP05,480,397,1825,1654,171
RUN03382,2024-10-26,T2,M03,P03,OP14,480,401,1168,1152,16
RUN03383,2024-10-26,T2,M05,P04,OP17,480,467,3242,3214,28
RUN03384,2024-10-26,T2,M06,P03,OP11,480,379,4120,4056,64
RUN03385,2024-10-26,T2,M07,P03,OP17,480,348,1242,1242,0
RUN03386,2024-10-26,T2,M08,P02,OP08,480,301,1075,1026,49
RUN03387,2024-10-26,T2,M09,P01,OP08,480,429,2548,2414,134
RUN03388,2024-10-26,T2,M10,P03,OP11,480,401,1257,1213,44
RUN03389,2024-10-26,T2,M11,P01,OP14,480,421,905,878,27
RUN03390,2024-10-26,T3,M01,P01,OP06,480,437,2019,1941,78
RUN03391,2024-10-26,T3,M03,P04,OP03,480,405,1209,1181,28
RUN03392,2024-10-26,T3,M04,P02,OP18,480,360,931,912,19
RUN03393,2024-10-26,T3,M07,P04,OP09,480,392,1452,1445,7
RUN03394,2024-10-26,T3,M10,P05,OP06,480,450,1323,1285,38
RUN03395,2024-10-27,T1,M01,P01,OP13,480,429,1969,1926,43
RUN03396,2024-10-27,T1,M03,P01,OP13,480,435,1266,1220,46
RUN03397,2024-10-27,T1,M05,P04,OP10,480,472,3240,3240,0
RUN03398,2024-10-27,T1,M07,P05,OP07,480,426,1704,1683,21
RUN03399,2024-10-27,T1,M08,P04,OP16,480,366,1335,1257,78
RUN03400,2024-10-27,T1,M09,P02,OP04,480,420,2520,2520,0
RUN03401,2024-10-27,T1,M12,P03,OP01,480,366,621,568,53
RUN03402,2024-10-27,T2,M01,P02,OP05,480,280,1222,1208,14
RUN03403,2024-10-27,T2,M02,P02,OP17,480,422,1980,1911,69
RUN03404,2024-10-27,T2,M05,P05,OP08,480,415,3086,2917,169
RUN03405,2024-10-27,T2,M08,P01,OP14,480,278,984,925,59
RUN03406,2024-10-27,T2,M10,P04,OP11,480,435,1214,1128,86
RUN03407,2024-10-27,T2,M12,P02,OP08,480,337,589,534,55
RUN03408,2024-10-27,T3,M03,P05,OP15,480,385,1104,1069,35
RUN03409,2024-10-27,T3,M04,P01,OP03,480,366,961,857,104
RUN03410,2024-10-27,T3,M06,P02,OP15,480,385,4383,4113,270
RUN03411,2024-10-27,T3,M07,P05,OP18,480,360,1364,1326,38
RUN03412,2024-10-27,T3,M09,P03,OP06,480,443,2509,2437,72
RUN03413,2024-10-28,T1,M01,P03,OP16,480,421,1974,1963,11
RUN03414,2024-10-28,T1,M02,P02,OP01,480,408,1989,1947,42
RUN03415,2024-10-28,T1,M03,P03,OP10,480,414,1166,1124,42
RUN03416,2024-10-28,T1,M04,P04,OP10,480,304,842,759,83
RUN03417,2024-10-28,T1,M05,P04,OP01,480,430,2969,2969,0
RUN03418,2024-10-28,T1,M06,P02,OP01,480,388,4387,4305,82
RUN03419,2024-10-28,T1,M07,P02,OP10,480,441,1686,1613,73
RUN03420,2024-10-28,T1,M08,P01,OP16,480,332,1118,1035,83
RUN03421,2024-10-28,T1,M09,P05,OP10,480,404,2325,2292,33
RUN03422,2024-10-28,T1,M10,P02,OP16,480,420,1222,1214,8
RUN03423,2024-10-28,T1,M11,P03,OP10,480,444,948,936,12
RUN03424,2024-10-28,T1,M12,P01,OP04,480,362,652,608,44
RUN03425,2024-10-28,T2,M02,P01,OP05,480,313,1405,1326,79
RUN03426,2024-10-28,T2,M03,P04,OP08,480,415,1192,1133,59
RUN03427,2024-10-28,T2,M04,P01,OP02,480,340,908,850,58
RUN03428,2024-10-28,T2,M05,P03,OP08,480,410,3073,3073,0
RUN03429,2024-10-28,T2,M06,P01,OP08,480,382,3906,3825,81
RUN03430,2024-10-28,T2,M08,P01,OP11,480,293,1007,953,54
RUN03431,2024-10-28,T2,M09,P03,OP02,480,374,2082,2001,81
RUN03432,2024-10-28,T2,M10,P04,OP17,480,316,956,919,37
RUN03433,2024-10-28,T2,M11,P03,OP11,480,420,988,972,16
RUN03434,2024-10-28,T2,M12,P02,OP08,480,328,555,535,20
RUN03435,2024-10-28,T3,M01,P05,OP03,480,415,2029,1988,41
RUN03436,2024-10-28,T3,M02,P05,OP18,480,351,1723,1646,77
RUN03437,2024-10-28,T3,M03,P01,OP03,480,426,1235,1211,24
RUN03438,2024-10-28,T3,M04,P01,OP03,480,338,898,877,21
RUN03439,2024-10-28,T3,M05,P03,OP18,480,412,2897,2897,0
RUN03440,2024-10-28,T3,M06,P03,OP09,480,398,4262,4056,206
RUN03441,2024-10-28,T3,M07,P01,OP03,480,386,1506,1474,32
RUN03442,2024-10-28,T3,M08,P03,OP12,480,356,1236,1195,41
RUN03443,2024-10-28,T3,M09,P05,OP15,480,428,2523,2473,50
RUN03444,2024-10-28,T3,M10,P04,OP15,480,343,1025,964,61
RUN03445,2024-10-28,T3,M11,P03,OP09,480,373,841,806,35
RUN03446,2024-10-28,T3,M12,P03,OP12,480,336,618,555,63
RUN03447,2024-10-29,T1,M01,P03,OP01,480,419,2075,1948,127
RUN03448,2024-10-29,T1,M02,P04,OP16,480,338,1478,1478,0
RUN03449,2024-10-29,T1,M03,P04,OP16,480,458,1351,1319,32
RUN03450,2024-10-29,T1,M04,P01,OP07,480,292,801,729,72
RUN03451,2024-10-29,T1,M05,P01,OP10,480,419,3101,3089,12
RUN03452,2024-10-29,T1,M06,P02,OP13,480,412,4863,4691,172
RUN03453,2024-10-29,T1,M07,P03,OP07,480,349,1284,1218,66
RUN03454,2024-10-29,T1,M08,P04,OP04,480,370,1365,1278,87
RUN03455,2024-10-29,T1,M09,P02,OP13,480,324,1909,1890,19
RUN03456,2024-10-29,T1,M11,P04,OP10,480,437,1030,1030,0
RUN03457,2024-10-29,T1,M12,P03,OP16,480,385,654,615,39
RUN03458,2024-10-29,T2,M01,P01,OP02,480,438,2190,2123,67
RUN03459,2024-10-29,T2,M03,P02,OP05,480,405,1097,1065,32
RUN03460,2024-10-29,T2,M04,P04,OP05,480,386,1024,967,57
RUN03461,2024-10-29,T2,M05,P02,OP17,480,423,3061,2978,83
RUN03462,2024-10-29,T2,M06,P03,OP08,480,414,4552,4371,181
RUN03463,2024-10-29,T2,M07,P02,OP14,480,410,1498,1466,32
RUN03464,2024-10-29,T2,M08,P01,OP08,480,384,1347,1311,36
RUN03465,2024-10-29,T2,M09,P03,OP05,480,388,2222,2222,0
RUN03466,2024-10-29,T2,M10,P03,OP14,480,360,1144,1123,21
RUN03467,2024-10-29,T2,M11,P04,OP14,480,445,933,884,49
RUN03468,2024-10-29,T2,M12,P04,OP17,480,377,672,628,44
RUN03469,2024-10-29,T3,M01,P01,OP09,480,416,2051,2030,21
RUN03470,2024-10-29,T3,M02,P01,OP15,480,377,1724,1653,71
RUN03471,2024-10-29,T3,M03,P01,OP03,480,419,1175,1132,43
RUN03472,2024-10-29,T3,M04,P01,OP03,480,373,978,878,100
RUN03473,2024-10-29,T3,M05,P05,OP03,480,389,2721,2657,64
RUN03474,2024-10-29,T3,M06,P01,OP15,480,266,2911,2695,216
RUN03475,2024-10-29,T3,M07,P04,OP09,480,288,1087,1058,29
RUN03476,2024-10-29,T3,M08,P03,OP15,480,420,1507,1463,44
RUN03477,2024-10-29,T3,M09,P05,OP15,480,381,1993,1905,88
RUN03478,2024-10-29,T3,M10,P05,OP03,480,400,1264,1255,9
RUN03479,2024-10-29,T3,M11,P05,OP03,480,401,909,898,11
RUN03480,2024-10-29,T3,M12,P04,OP15,480,369,626,587,39
RUN03481,2024-10-30,T1,M03,P03,OP13,480,364,1030,978,52
RUN03482,2024-10-30,T1,M04,P02,OP07,480,369,1028,965,63
RUN03483,2024-10-30,T1,M05,P03,OP10,480,383,2584,2529,55
RUN03484,2024-10-30,T1,M06,P05,OP13,480,373,3739,3488,251
RUN03485,2024-10-30,T1,M07,P03,OP04,480,388,1404,1404,0
RUN03486,2024-10-30,T1,M08,P04,OP10,480,402,1430,1296,134
RUN03487,2024-10-30,T1,M09,P03,OP04,480,364,2074,2046,28
RUN03488,2024-10-30,T1,M10,P04,OP13,480,354,1054,985,69
RUN03489,2024-10-30,T1,M11,P04,OP04,480,432,923,884,39
RUN03490,2024-10-30,T1,M12,P04,OP01,480,314,531,501,30
RUN03491,2024-10-30,T2,M01,P05,OP08,480,456,2191,2119,72
RUN03492,2024-10-30,T2,M02,P05,OP11,480,396,1746,1686,60
RUN03493,2024-10-30,T2,M03,P03,OP05,480,431,1223,1177,46
RUN03494,2024-10-30,T2,M04,P05,OP05,480,360,953,881,72
RUN03495,2024-10-30,T2,M05,P05,OP14,480,420,2790,2790,0
RUN03496,2024-10-30,T2,M06,P01,OP17,480,340,3840,3610,230
RUN03497,2024-10-30,T2,M07,P05,OP14,480,403,1612,1550,62
RUN03498,2024-10-30,T2,M08,P04,OP17,480,372,1257,1169,88
RUN03499,2024-10-30,T2,M10,P01,OP05,480,418,1182,1130,52
RUN03500,2024-10-30,T2,M11,P04,OP05,480,459,1042,1018,24
RUN03501,2024-10-30,T2,M12,P04,OP17,480,331,583,546,37
RUN03502,2024-10-30,T3,M01,P02,OP06,480,418,2010,1982,28
RUN03503,2024-10-30,T3,M02,P01,OP06,480,374,1577,1532,45
RUN03504,2024-10-30,T3,M03,P04,OP12,480,364,1016,1016,0
RUN03505,2024-10-30,T3,M04,P01,OP09,480,348,883,834,49
RUN03506,2024-10-30,T3,M05,P02,OP15,480,474,3340,3263,77
RUN03507,2024-10-30,T3,M06,P03,OP06,480,386,4081,4015,66
RUN03508,2024-10-30,T3,M07,P04,OP09,480,412,1424,1358,66
RUN03509,2024-10-30,T3,M08,P02,OP03,480,362,1302,1219,83
RUN03510,2024-10-30,T3,M09,P03,OP09,480,389,2135,2061,74
RUN03511,2024-10-30,T3,M10,P03,OP06,480,383,1167,1130,37
RUN03512,2024-10-30,T3,M11,P03,OP15,480,337,700,700,0
RUN03513,2024-10-30,T3,M12,P05,OP18,480,361,611,575,36
RUN03514,2024-10-31,T1,M01,P02,OP10,480,400,1708,1680,28
RUN03515,2024-10-31,T1,M02,P01,OP16,480,338,1498,1414,84
RUN03516,2024-10-31,T1,M03,P05,OP01,480,286,824,786,38
RUN03517,2024-10-31,T1,M04,P05,OP10,480,412,1144,1061,83
RUN03518,2024-10-31,T1,M05,P05,OP04,480,466,3260,3235,25
RUN03519,2024-10-31,T1,M06,P01,OP04,480,354,3825,3774,51
RUN03520,2024-10-31,T1,M07,P05,OP04,480,398,1568,1459,109
RUN03521,2024-10-31,T1,M08,P03,OP04,480,368,1369,1289,80
RUN03522,2024-10-31,T1,M09,P02,OP04,480,429,2454,2400,54
RUN03523,2024-10-31,T1,M10,P02,OP07,480,328,982,920,62
RUN03524,2024-10-31,T1,M11,P01,OP13,480,408,920,919,1
RUN03525,2024-10-31,T1,M12,P02,OP16,480,306,520,484,36
RUN03526,2024-10-31,T2,M01,P03,OP11,480,450,2144,2114,30
RUN03527,2024-10-31,T2,M03,P02,OP05,480,447,1231,1162,69
RUN03528,2024-10-31,T2,M04,P04,OP11,480,332,943,857,86
RUN03529,2024-10-31,T2,M05,P05,OP17,480,391,2623,2557,66
RUN03530,2024-10-31,T2,M06,P05,OP08,480,370,4440,4287,153
RUN03531,2024-10-31,T2,M08,P01,OP08,480,361,1411,1335,76
RUN03532,2024-10-31,T2,M09,P05,OP08,480,447,2532,2492,40
RUN03533,2024-10-31,T2,M10,P04,OP14,480,421,1206,1147,59
RUN03534,2024-10-31,T2,M11,P05,OP05,480,442,1025,1001,24
RUN03535,2024-10-31,T2,M12,P04,OP11,480,313,553,528,25
RUN03536,2024-10-31,T3,M01,P01,OP12,480,384,1785,1785,0
RUN03537,2024-10-31,T3,M02,P01,OP18,480,389,1677,1556,121
RUN03538,2024-10-31,T3,M03,P04,OP18,480,409,1067,1034,33
RUN03539,2024-10-31,T3,M04,P04,OP12,480,378,1014,921,93
RUN03540,2024-10-31,T3,M05,P05,OP09,480,440,3244,3236,8
RUN03541,2024-10-31,T3,M06,P01,OP09,480,394,4306,4088,218
RUN03542,2024-10-31,T3,M07,P01,OP03,480,406,1530,1496,34
RUN03543,2024-10-31,T3,M08,P05,OP03,480,338,1278,1128,150
RUN03544,2024-10-31,T3,M09,P04,OP18,480,395,2370,2272,98
RUN03545,2024-10-31,T3,M10,P01,OP12,480,382,1225,1152,73
RUN03546,2024-10-31,T3,M11,P01,OP09,480,426,983,979,4
RUN03547,2024-10-31,T3,M12,P03,OP12,480,343,634,602,32
RUN03548,2024-11-01,T1,M01,P02,OP04,480,420,2100,2100,0
RUN03549,2024-11-01,T1,M03,P05,OP01,480,317,951,928,23
RUN03550,2024-11-01,T1,M04,P04,OP04,480,310,784,727,57
RUN03551,2024-11-01,T1,M05,P04,OP10,480,454,3356,3356,0
RUN03552,2024-11-01,T1,M06,P02,OP04,480,266,2649,2608,41
RUN03553,2024-11-01,T1,M07,P03,OP16,480,393,1431,1389,42
RUN03554,2024-11-01,T1,M08,P02,OP10,480,364,1228,1149,79
RUN03555,2024-11-01,T1,M10,P05,OP04,480,324,936,925,11
RUN03556,2024-11-01,T1,M11,P05,OP07,480,408,918,883,35
RUN03557,2024-11-01,T1,M12,P02,OP16,480,383,656,628,28
RUN03558,2024-11-01,T2,M01,P04,OP05,480,412,1926,1916,10
RUN03559,2024-11-01,T2,M02,P03,OP17,480,343,1582,1536,46
RUN03560,2024-11-01,T2,M03,P04,OP17,480,412,1206,1172,34
RUN03561,2024-11-01,T2,M04,P02,OP08,480,358,978,934,44
RUN03562,2024-11-01,T2,M05,P01,OP02,480,442,3315,3061,254
RUN03563,2024-11-01,T2,M06,P03,OP14,480,389,4293,3912,381
RUN03564,2024-11-01,T2,M07,P02,OP14,480,385,1381,1319,62
RUN03565,2024-11-01,T2,M08,P01,OP14,480,320,1184,1138,46
RUN03566,2024-11-01,T2,M09,P01,OP11,480,451,2363,2281,82
RUN03567,2024-11-01,T2,M10,P05,OP17,480,369,1094,1036,58
RUN03568,2024-11-01,T2,M11,P03,OP02,480,457,984,959,25
RUN03569,2024-11-01,T2,M12,P03,OP17,480,324,576,541,35
RUN03570,2024-11-01,T3,M01,P03,OP18,480,441,2091,2064,27
RUN03571,2024-11-01,T3,M02,P02,OP15,480,378,1644,1564,80
RUN03572,2024-11-01,T3,M03,P05,OP06,480,354,973,921,52
RUN03573,2024-11-01,T3,M04,P05,OP15,480,355,965,927,38
RUN03574,2024-11-01,T3,M05,P01,OP18,480,438,2922,2906,16
RUN03575,2024-11-01,T3,M06,P01,OP03,480,367,3954,3779,175
RUN03576,2024-11-01,T3,M07,P04,OP09,480,330,1201,1151,50
RUN03577,2024-11-01,T3,M08,P03,OP12,480,398,1345,1263,82
RUN03578,2024-11-01,T3,M09,P05,OP03,480,453,2629,2611,18
RUN03579,2024-11-01,T3,M12,P03,OP09,480,340,576,543,33
RUN03580,2024-11-02,T1,M01,P04,OP04,480,382,1737,1667,70
RUN03581,2024-11-02,T1,M05,P02,OP04,480,435,3143,3023,120
RUN03582,2024-11-02,T1,M06,P03,OP13,480,381,4187,4028,159
RUN03583,2024-11-02,T1,M11,P01,OP01,480,459,1025,992,33
RUN03584,2024-11-02,T1,M12,P01,OP13,480,308,561,504,57
RUN03585,2024-11-02,T2,M02,P03,OP14,480,361,1645,1582,63
RUN03586,2024-11-02,T2,M03,P05,OP11,480,439,1230,1198,32
RUN03587,2024-11-02,T2,M05,P03,OP08,480,323,2321,2279,42
RUN03588,2024-11-02,T2,M06,P04,OP17,480,398,4528,4343,185
RUN03589,2024-11-02,T2,M07,P01,OP02,480,433,1612,1519,93
RUN03590,2024-11-02,T2,M09,P01,OP14,480,385,2258,2258,0
RUN03591,2024-11-02,T2,M10,P01,OP08,480,404,1238,1195,43
RUN03592,2024-11-02,T2,M11,P05,OP05,480,369,878,857,21
RUN03593,2024-11-02,T3,M01,P03,OP03,480,429,2133,2133,0
RUN03594,2024-11-02,T3,M05,P04,OP15,480,440,3300,3268,32
RUN03595,2024-11-02,T3,M06,P02,OP03,480,268,2793,2681,112
RUN03596,2024-11-02,T3,M07,P03,OP03,480,406,1415,1332,83
RUN03597,2024-11-02,T3,M08,P03,OP09,480,371,1346,1308,38
RUN03598,2024-11-02,T3,M09,P03,OP12,480,426,2201,2182,19
RUN03599,2024-11-02,T3,M10,P02,OP03,480,386,1265,1191,74
RUN03600,2024-11-02,T3,M12,P01,OP06,480,346,646,603,43
RUN03601,2024-11-03,T1,M01,P02,OP10,480,405,1947,1923,24
RUN03602,2024-11-03,T1,M02,P05,OP01,480,352,1625,1597,28
RUN03603,2024-11-03,T1,M05,P02,OP10,480,356,2670,2670,0
RUN03604,2024-11-03,T1,M08,P02,OP10,480,365,1371,1280,91
RUN03605,2024-11-03,T1,M09,P04,OP10,480,350,1929,1929,0
RUN03606,2024-11-03,T1,M10,P03,OP07,480,346,999,936,63
RUN03607,2024-11-03,T1,M11,P02,OP04,480,459,1001,956,45
RUN03608,2024-11-03,T2,M02,P03,OP02,480,373,1685,1637,48
RUN03609,2024-11-03,T2,M04,P04,OP14,480,370,1001,935,66
RUN03610,2024-11-03,T2,M05,P01,OP14,480,413,2937,2937,0
RUN03611,2024-11-03,T2,M06,P01,OP05,480,387,4212,3993,219
RUN03612,2024-11-03,T2,M08,P04,OP11,480,372,1328,1250,78
RUN03613,2024-11-03,T2,M10,P03,OP05,480,323,957,937,20
RUN03614,2024-11-03,T2,M11,P04,OP05,480,434,1011,1011,0
RUN03615,2024-11-03,T2,M12,P05,OP05,480,361,644,581,63
RUN03616,2024-11-03,T3,M04,P04,OP18,480,327,843,779,64
RUN03617,2024-11-03,T3,M06,P02,OP15,480,370,4225,4072,153
RUN03618,2024-11-03,T3,M07,P05,OP18,480,368,1354,1304,50
RUN03619,2024-11-03,T3,M09,P03,OP09,480,416,2441,2430,11
RUN03620,2024-11-03,T3,M11,P03,OP18,480,371,811,787,24
RUN03621,2024-11-03,T3,M12,P05,OP15,480,361,654,617,37
RUN03622,2024-11-04,T1,M01,P05,OP04,480,406,1978,1953,25
RUN03623,2024-11-04,T1,M02,P01,OP13,480,398,1689,1596,93
RUN03624,2024-11-04,T1,M03,P03,OP01,480,427,1127,1071,56
RUN03625,2024-11-04,T1,M04,P01,OP07,480,360,903,850,53
RUN03626,2024-11-04,T1,M05,P05,OP01,480,446,3294,3217,77
RUN03627,2024-11-04,T1,M07,P02,OP07,480,398,1444,1375,69
RUN03628,2024-11-04,T1,M08,P05,OP07,480,362,1318,1271,47
RUN03629,2024-11-04,T1,M09,P03,OP01,480,418,2275,2198,77
RUN03630,2024-11-04,T1,M10,P02,OP13,480,376,1168,1106,62
RUN03631,2024-11-04,T1,M11,P04,OP04,480,456,1026,995,31
RUN03632,2024-11-04,T1,M12,P05,OP10,480,313,513,481,32
RUN03633,2024-11-04,T2,M01,P02,OP11,480,452,2260,2241,19
RUN03634,2024-11-04,T2,M02,P04,OP05,480,365,1649,1600,49
RUN03635,2024-11-04,T2,M05,P02,OP11,480,352,2572,2572,0
RUN03636,2024-11-04,T2,M06,P03,OP05,480,417,4421,4406,15
RUN03637,2024-11-04,T2,M07,P02,OP17,480,369,1375,1334,41
RUN03638,2024-11-04,T2,M08,P03,OP14,480,366,1301,1266,35
RUN03639,2024-11-04,T2,M09,P02,OP11,480,340,1819,1776,43
RUN03640,2024-11-04,T2,M10,P05,OP05,480,382,1128,1108,20
RUN03641,2024-11-04,T2,M11,P05,OP05,480,407,900,883,17
RUN03642,2024-11-04,T2,M12,P03,OP14,480,317,561,536,25
RUN03643,2024-11-04,T3,M01,P03,OP09,480,416,1982,1892,90
RUN03644,2024-11-04,T3,M02,P03,OP06,480,410,1885,1763,122
RUN03645,2024-11-04,T3,M03,P03,OP06,480,392,1127,1121,6
RUN03646,2024-11-04,T3,M04,P04,OP15,480,358,898,849,49
RUN03647,2024-11-04,T3,M05,P01,OP12,480,414,3044,3036,8
RUN03648,2024-11-04,T3,M06,P04,OP09,480,383,4368,4267,101
RUN03649,2024-11-04,T3,M07,P02,OP09,480,372,1242,1190,52
RUN03650,2024-11-04,T3,M08,P04,OP12,480,367,1339,1230,109
RUN03651,2024-11-04,T3,M09,P05,OP09,480,398,2388,2224,164
RUN03652,2024-11-04,T3,M10,P05,OP18,480,381,1126,1065,61
RUN03653,2024-11-04,T3,M11,P02,OP09,480,375,799,778,21
RUN03654,2024-11-04,T3,M12,P02,OP06,480,310,542,494,48
RUN03655,2024-11-05,T1,M01,P03,OP13,480,392,1922,1879,43
RUN03656,2024-11-05,T1,M03,P05,OP16,480,417,1188,1132,56
RUN03657,2024-11-05,T1,M04,P05,OP16,480,369,985,958,27
RUN03658,2024-11-05,T1,M05,P05,OP07,480,422,3082,3082,0
RUN03659,2024-11-05,T1,M07,P01,OP10,480,350,1281,1206,75
RUN03660,2024-11-05,T1,M08,P03,OP16,480,380,1281,1227,54
RUN03661,2024-11-05,T1,M09,P04,OP13,480,412,2380,2356,24
RUN03662,2024-11-05,T1,M10,P01,OP01,480,405,1169,1129,40
RUN03663,2024-11-05,T1,M11,P04,OP16,480,387,825,800,25
RUN03664,2024-11-05,T1,M12,P01,OP16,480,368,609,547,62
RUN03665,2024-11-05,T2,M01,P02,OP08,480,407,1861,1796,65
RUN03666,2024-11-05,T2,M02,P02,OP14,480,360,1722,1612,110
RUN03667,2024-11-05,T2,M03,P02,OP05,480,414,1158,1149,9
RUN03668,2024-11-05,T2,M05,P01,OP14,480,436,3041,2947,94
RUN03669,2024-11-05,T2,M07,P03,OP08,480,413,1504,1424,80
RUN03670,2024-11-05,T2,M08,P03,OP05,480,378,1363,1284,79
RUN03671,2024-11-05,T2,M09,P05,OP17,480,405,2300,2267,33
RUN03672,2024-11-05,T2,M11,P04,OP05,480,452,1084,1084,0
RUN03673,2024-11-05,T2,M12,P04,OP11,480,341,546,518,28
RUN03674,2024-11-05,T3,M02,P04,OP18,480,392,1776,1686,90
RUN03675,2024-11-05,T3,M03,P01,OP12,480,376,1098,1059,39
RUN03676,2024-11-05,T3,M04,P04,OP06,480,358,882,804,78
RUN03677,2024-11-05,T3,M05,P02,OP06,480,450,3336,3329,7
RUN03678,2024-11-05,T3,M06,P01,OP09,480,303,3284,3284,0
RUN03679,2024-11-05,T3,M07,P05,OP06,480,361,1377,1289,88
RUN03680,2024-11-05,T3,M08,P01,OP03,480,397,1477,1383,94
RUN03681,2024-11-05,T3,M09,P03,OP06,480,459,2674,2629,45
RUN03682,2024-11-05,T3,M10,P04,OP12,480,355,1079,999,80
RUN03683,2024-11-05,T3,M11,P02,OP12,480,411,900,867,33
RUN03684,2024-11-06,T1,M01,P05,OP10,480,411,2037,1978,59
RUN03685,2024-11-06,T1,M02,P05,OP04,480,348,1482,1444,38
RUN03686,2024-11-06,T1,M03,P05,OP13,480,413,1116,1103,13
RUN03687,2024-11-06,T1,M04,P04,OP16,480,366,922,860,62
RUN03688,2024-11-06,T1,M05,P04,OP07,480,460,3173,3173,0
RUN03689,2024-11-06,T1,M06,P01,OP13,480,387,4236,4089,147
RUN03690,2024-11-06,T1,M07,P02,OP04,480,413,1481,1426,55
RUN03691,2024-11-06,T1,M08,P03,OP10,480,332,1152,1071,81
RUN03692,2024-11-06,T1,M09,P01,OP04,480,380,2193,2087,106
RUN03693,2024-11-06,T1,M10,P05,OP01,480,390,1185,1152,33
RUN03694,2024-11-06,T1,M12,P04,OP10,480,371,621,567,54
