event_id,run_id,machine_id,production_date,reason_id,duration_min
EVT010165,RUN01903,M09,2024-09-04,R01,4
EVT010166,RUN01903,M09,2024-09-04,R01,4
EVT010167,RUN01903,M09,2024-09-04,R06,16
EVT010168,RUN01903,M09,2024-09-04,R04,22
EVT010169,RUN01903,M09,2024-09-04,R14,2
EVT010170,RUN01903,M09,2024-09-04,R11,1
EVT010171,RUN01903,M09,2024-09-04,R03,12
EVT010172,RUN01904,M10,2024-09-04,R01,11
EVT010173,RUN01904,M10,2024-09-04,R12,7
EVT010174,RUN01904,M10,2024-09-04,R06,6
EVT010175,RUN01904,M10,2024-09-04,R04,3
EVT010176,RUN01904,M10,2024-09-04,R03,9
EVT010177,RUN01904,M10,2024-09-04,R04,34
EVT010178,RUN01904,M10,2024-09-04,R09,4
EVT010179,RUN01904,M10,2024-09-04,R01,27
EVT010180,RUN01905,M11,2024-09-04,R11,6
EVT010181,RUN01905,M11,2024-09-04,R04,41
EVT010182,RUN01906,M12,2024-09-04,R10,13
EVT010183,RUN01906,M12,2024-09-04,R05,82
EVT010184,RUN01906,M12,2024-09-04,R04,3
EVT010185,RUN01906,M12,2024-09-04,R15,2
EVT010186,RUN01906,M12,2024-09-04,R07,22
EVT010187,RUN01907,M01,2024-09-05,R07,54
EVT010188,RUN01908,M02,2024-09-05,R03,4
EVT010189,RUN01908,M02,2024-09-05,R08,9
EVT010190,RUN01908,M02,2024-09-05,R09,2
EVT010191,RUN01908,M02,2024-09-05,R11,4
EVT010192,RUN01908,M02,2024-09-05,R08,8
EVT010193,RUN01908,M02,2024-09-05,R09,5
EVT010194,RUN01908,M02,2024-09-05,R05,5
EVT010195,RUN01908,M02,2024-09-05,R09,14
EVT010196,RUN01908,M02,2024-09-05,R02,72
EVT010197,RUN01909,M03,2024-09-05,R03,15
EVT010198,RUN01909,M03,2024-09-05,R09,6
EVT010199,RUN01909,M03,2024-09-05,R09,1
EVT010200,RUN01909,M03,2024-09-05,R09,1
EVT010201,RUN01909,M03,2024-09-05,R05,9
EVT010202,RUN01910,M04,2024-09-05,R06,8
EVT010203,RUN01910,M04,2024-09-05,R09,8
EVT010204,RUN01910,M04,2024-09-05,R03,8
EVT010205,RUN01910,M04,2024-09-05,R09,2
EVT010206,RUN01910,M04,2024-09-05,R06,31
EVT010207,RUN01910,M04,2024-09-05,R14,5
EVT010208,RUN01910,M04,2024-09-05,R06,11
EVT010209,RUN01910,M04,2024-09-05,R07,139
EVT010210,RUN01911,M05,2024-09-05,R01,90
EVT010211,RUN01912,M06,2024-09-05,R09,21
EVT010212,RUN01912,M06,2024-09-05,R03,1
EVT010213,RUN01912,M06,2024-09-05,R12,6
EVT010214,RUN01912,M06,2024-09-05,R06,31
EVT010215,RUN01912,M06,2024-09-05,R06,4
EVT010216,RUN01912,M06,2024-09-05,R01,14
EVT010217,RUN01913,M07,2024-09-05,R01,14
EVT010218,RUN01913,M07,2024-09-05,R03,9
EVT010219,RUN01913,M07,2024-09-05,R09,2
EVT010220,RUN01913,M07,2024-09-05,R05,84
EVT010221,RUN01914,M08,2024-09-05,R05,2
EVT010222,RUN01914,M08,2024-09-05,R14,1
EVT010223,RUN01914,M08,2024-09-05,R03,19
EVT010224,RUN01914,M08,2024-09-05,R07,30
EVT010225,RUN01914,M08,2024-09-05,R06,7
EVT010226,RUN01915,M09,2024-09-05,R10,15
EVT010227,RUN01915,M09,2024-09-05,R06,50
EVT010228,RUN01916,M10,2024-09-05,R13,2
EVT010229,RUN01916,M10,2024-09-05,R07,13
EVT010230,RUN01916,M10,2024-09-05,R11,4
EVT010231,RUN01916,M10,2024-09-05,R06,1
EVT010232,RUN01916,M10,2024-09-05,R06,1
EVT010233,RUN01916,M10,2024-09-05,R05,2
EVT010234,RUN01916,M10,2024-09-05,R05,4
EVT010235,RUN01916,M10,2024-09-05,R05,2
EVT010236,RUN01916,M10,2024-09-05,R06,8
EVT010237,RUN01916,M10,2024-09-05,R12,11
EVT010238,RUN01916,M10,2024-09-05,R04,53
EVT010239,RUN01917,M11,2024-09-05,R10,2
EVT010240,RUN01917,M11,2024-09-05,R02,31
EVT010241,RUN01917,M11,2024-09-05,R07,39
EVT010242,RUN01918,M12,2024-09-05,R06,38
EVT010243,RUN01918,M12,2024-09-05,R10,12
EVT010244,RUN01918,M12,2024-09-05,R06,7
EVT010245,RUN01918,M12,2024-09-05,R07,12
EVT010246,RUN01918,M12,2024-09-05,R14,12
EVT010247,RUN01918,M12,2024-09-05,R11,4
EVT010248,RUN01918,M12,2024-09-05,R01,28
EVT010249,RUN01919,M01,2024-09-05,R10,1
EVT010250,RUN01919,M01,2024-09-05,R10,7
EVT010251,RUN01919,M01,2024-09-05,R14,47
EVT010252,RUN01919,M01,2024-09-05,R09,2
EVT010253,RUN01919,M01,2024-09-05,R06,2
EVT010254,RUN01919,M01,2024-09-05,R01,21
EVT010255,RUN01920,M02,2024-09-05,R06,14
EVT010256,RUN01920,M02,2024-09-05,R01,9
EVT010257,RUN01920,M02,2024-09-05,R08,1
EVT010258,RUN01920,M02,2024-09-05,R09,8
EVT010259,RUN01920,M02,2024-09-05,R03,26
EVT010260,RUN01920,M02,2024-09-05,R09,2
EVT010261,RUN01920,M02,2024-09-05,R03,61
EVT010262,RUN01921,M03,2024-09-05,R09,2
EVT010263,RUN01921,M03,2024-09-05,R05,21
EVT010264,RUN01921,M03,2024-09-05,R15,1
EVT010265,RUN01921,M03,2024-09-05,R06,33
EVT010266,RUN01921,M03,2024-09-05,R02,47
EVT010267,RUN01922,M04,2024-09-05,R05,101
EVT010268,RUN01922,M04,2024-09-05,R05,9
EVT010269,RUN01922,M04,2024-09-05,R01,11
EVT010270,RUN01922,M04,2024-09-05,R10,7
EVT010271,RUN01922,M04,2024-09-05,R09,4
EVT010272,RUN01922,M04,2024-09-05,R02,18
EVT010273,RUN01923,M05,2024-09-05,R02,13
EVT010274,RUN01924,M06,2024-09-05,R01,17
EVT010275,RUN01924,M06,2024-09-05,R09,1
EVT010276,RUN01924,M06,2024-09-05,R05,9
EVT010277,RUN01924,M06,2024-09-05,R11,5
EVT010278,RUN01924,M06,2024-09-05,R06,6
EVT010279,RUN01924,M06,2024-09-05,R04,102
EVT010280,RUN01925,M07,2024-09-05,R09,3
EVT010281,RUN01925,M07,2024-09-05,R10,12
EVT010282,RUN01925,M07,2024-09-05,R04,61
EVT010283,RUN01925,M07,2024-09-05,R12,13
EVT010284,RUN01925,M07,2024-09-05,R14,12
EVT010285,RUN01926,M08,2024-09-05,R06,9
EVT010286,RUN01926,M08,2024-09-05,R08,23
EVT010287,RUN01926,M08,2024-09-05,R07,10
EVT010288,RUN01926,M08,2024-09-05,R12,16
EVT010289,RUN01926,M08,2024-09-05,R12,4
EVT010290,RUN01926,M08,2024-09-05,R09,6
EVT010291,RUN01926,M08,2024-09-05,R05,30
EVT010292,RUN01927,M09,2024-09-05,R09,9
EVT010293,RUN01927,M09,2024-09-05,R06,4
EVT010294,RUN01927,M09,2024-09-05,R06,14
EVT010295,RUN01927,M09,2024-09-05,R05,9
EVT010296,RUN01927,M09,2024-09-05,R08,7
EVT010297,RUN01927,M09,2024-09-05,R04,6
EVT010298,RUN01927,M09,2024-09-05,R05,1
EVT010299,RUN01927,M09,2024-09-05,R09,1
EVT010300,RUN01927,M09,2024-09-05,R05,5
EVT010301,RUN01927,M09,2024-09-05,R09,9
EVT010302,RUN01928,M10,2024-09-05,R07,4
EVT010303,RUN01928,M10,2024-09-05,R14,15
EVT010304,RUN01928,M10,2024-09-05,R14,1
EVT010305,RUN01928,M10,2024-09-05,R12,24
EVT010306,RUN01929,M11,2024-09-05,R05,7
EVT010307,RUN01929,M11,2024-09-05,R14,31
EVT010308,RUN01929,M11,2024-09-05,R15,21
EVT010309,RUN01930,M12,2024-09-05,R10,6
EVT010310,RUN01930,M12,2024-09-05,R01,39
EVT010311,RUN01930,M12,2024-09-05,R09,3
EVT010312,RUN01930,M12,2024-09-05,R09,3
EVT010313,RUN01930,M12,2024-09-05,R09,10
EVT010314,RUN01930,M12,2024-09-05,R09,5
EVT010315,RUN01930,M12,2024-09-05,R09,3
EVT010316,RUN01930,M12,2024-09-05,R03,8
EVT010317,RUN01930,M12,2024-09-05,R09,2
EVT010318,RUN01930,M12,2024-09-05,R06,17
EVT010319,RUN01930,M12,2024-09-05,R01,28
EVT010320,RUN01930,M12,2024-09-05,R06,5
EVT010321,RUN01930,M12,2024-09-05,R05,3
EVT010322,RUN01930,M12,2024-09-05,R05,8
EVT010323,RUN01931,M01,2024-09-05,R10,6
EVT010324,RUN01931,M01,2024-09-05,R04,13
EVT010325,RUN01931,M01,2024-09-05,R10,15
EVT010326,RUN01931,M01,2024-09-05,R07,4
EVT010327,RUN01932,M02,2024-09-05,R09,1
EVT010328,RUN01932,M02,2024-09-05,R13,18
EVT010329,RUN01932,M02,2024-09-05,R12,9
EVT010330,RUN01932,M02,2024-09-05,R07,12
EVT010331,RUN01932,M02,2024-09-05,R05,15
EVT010332,RUN01932,M02,2024-09-05,R14,7
EVT010333,RUN01932,M02,2024-09-05,R03,1
EVT010334,RUN01932,M02,2024-09-05,R12,6
EVT010335,RUN01932,M02,2024-09-05,R05,29
EVT010336,RUN01933,M03,2024-09-05,R02,62
EVT010337,RUN01934,M04,2024-09-05,R14,1
EVT010338,RUN01934,M04,2024-09-05,R14,11
EVT010339,RUN01934,M04,2024-09-05,R05,29
EVT010340,RUN01934,M04,2024-09-05,R02,6
EVT010341,RUN01934,M04,2024-09-05,R14,1
EVT010342,RUN01934,M04,2024-09-05,R01,12
EVT010343,RUN01934,M04,2024-09-05,R02,89
EVT010344,RUN01935,M05,2024-09-05,R11,1
EVT010345,RUN01935,M05,2024-09-05,R11,5
EVT010346,RUN01935,M05,2024-09-05,R14,1
EVT010347,RUN01935,M05,2024-09-05,R02,12
EVT010348,RUN01936,M06,2024-09-05,R09,1
EVT010349,RUN01936,M06,2024-09-05,R05,2
EVT010350,RUN01936,M06,2024-09-05,R13,34
EVT010351,RUN01936,M06,2024-09-05,R01,19
EVT010352,RUN01936,M06,2024-09-05,R05,3
EVT010353,RUN01936,M06,2024-09-05,R05,30
EVT010354,RUN01937,M07,2024-09-05,R09,1
EVT010355,RUN01937,M07,2024-09-05,R11,24
EVT010356,RUN01937,M07,2024-09-05,R06,14
EVT010357,RUN01937,M07,2024-09-05,R07,4
EVT010358,RUN01937,M07,2024-09-05,R05,3
EVT010359,RUN01937,M07,2024-09-05,R09,4
EVT010360,RUN01937,M07,2024-09-05,R01,1
EVT010361,RUN01937,M07,2024-09-05,R04,54
EVT010362,RUN01938,M08,2024-09-05,R04,82
EVT010363,RUN01938,M08,2024-09-05,R03,5
EVT010364,RUN01938,M08,2024-09-05,R03,2
EVT010365,RUN01938,M08,2024-09-05,R13,6
EVT010366,RUN01938,M08,2024-09-05,R10,5
EVT010367,RUN01938,M08,2024-09-05,R09,13
EVT010368,RUN01939,M09,2024-09-05,R06,1
EVT010369,RUN01939,M09,2024-09-05,R02,160
EVT010370,RUN01940,M10,2024-09-05,R05,23
EVT010371,RUN01940,M10,2024-09-05,R03,30
EVT010372,RUN01940,M10,2024-09-05,R05,77
EVT010373,RUN01941,M11,2024-09-05,R05,6
EVT010374,RUN01941,M11,2024-09-05,R05,29
EVT010375,RUN01941,M11,2024-09-05,R04,10
EVT010376,RUN01941,M11,2024-09-05,R09,1
EVT010377,RUN01941,M11,2024-09-05,R01,67
EVT010378,RUN01942,M12,2024-09-05,R01,20
EVT010379,RUN01942,M12,2024-09-05,R05,16
EVT010380,RUN01942,M12,2024-09-05,R05,22
EVT010381,RUN01942,M12,2024-09-05,R01,13
EVT010382,RUN01942,M12,2024-09-05,R12,4
EVT010383,RUN01942,M12,2024-09-05,R01,17
EVT010384,RUN01942,M12,2024-09-05,R15,1
EVT010385,RUN01942,M12,2024-09-05,R01,22
EVT010386,RUN01942,M12,2024-09-05,R04,21
EVT010387,RUN01943,M01,2024-09-06,R09,1
EVT010388,RUN01943,M01,2024-09-06,R14,1
EVT010389,RUN01943,M01,2024-09-06,R10,3
EVT010390,RUN01943,M01,2024-09-06,R05,2
EVT010391,RUN01943,M01,2024-09-06,R09,7
EVT010392,RUN01943,M01,2024-09-06,R14,3
EVT010393,RUN01943,M01,2024-09-06,R09,2
EVT010394,RUN01943,M01,2024-09-06,R08,3
EVT010395,RUN01943,M01,2024-09-06,R08,41
EVT010396,RUN01943,M01,2024-09-06,R12,9
EVT010397,RUN01944,M02,2024-09-06,R07,2
EVT010398,RUN01944,M02,2024-09-06,R11,9
EVT010399,RUN01944,M02,2024-09-06,R05,18
EVT010400,RUN01944,M02,2024-09-06,R04,12
EVT010401,RUN01944,M02,2024-09-06,R05,28
EVT010402,RUN01944,M02,2024-09-06,R04,33
EVT010403,RUN01945,M03,2024-09-06,R15,8
EVT010404,RUN01945,M03,2024-09-06,R09,9
EVT010405,RUN01946,M04,2024-09-06,R09,3
EVT010406,RUN01946,M04,2024-09-06,R10,2
EVT010407,RUN01946,M04,2024-09-06,R04,31
EVT010408,RUN01946,M04,2024-09-06,R06,5
EVT010409,RUN01946,M04,2024-09-06,R10,8
EVT010410,RUN01946,M04,2024-09-06,R09,1
EVT010411,RUN01946,M04,2024-09-06,R10,6
EVT010412,RUN01946,M04,2024-09-06,R01,6
EVT010413,RUN01946,M04,2024-09-06,R01,15
EVT010414,RUN01946,M04,2024-09-06,R05,78
EVT010415,RUN01947,M05,2024-09-06,R10,1
EVT010416,RUN01947,M05,2024-09-06,R12,6
EVT010417,RUN01947,M05,2024-09-06,R09,6
EVT010418,RUN01947,M05,2024-09-06,R01,12
EVT010419,RUN01947,M05,2024-09-06,R09,9
EVT010420,RUN01947,M05,2024-09-06,R09,11
EVT010421,RUN01947,M05,2024-09-06,R01,1
EVT010422,RUN01947,M05,2024-09-06,R09,2
EVT010423,RUN01947,M05,2024-09-06,R06,11
EVT010424,RUN01948,M06,2024-09-06,R06,7
EVT010425,RUN01948,M06,2024-09-06,R05,24
EVT010426,RUN01948,M06,2024-09-06,R07,85
EVT010427,RUN01949,M08,2024-09-06,R09,1
EVT010428,RUN01949,M08,2024-09-06,R14,3
EVT010429,RUN01949,M08,2024-09-06,R14,7
EVT010430,RUN01949,M08,2024-09-06,R09,16
EVT010431,RUN01949,M08,2024-09-06,R11,1
EVT010432,RUN01949,M08,2024-09-06,R01,9
EVT010433,RUN01949,M08,2024-09-06,R06,15
EVT010434,RUN01949,M08,2024-09-06,R09,1
EVT010435,RUN01949,M08,2024-09-06,R08,23
EVT010436,RUN01949,M08,2024-09-06,R07,40
EVT010437,RUN01950,M09,2024-09-06,R14,9
EVT010438,RUN01950,M09,2024-09-06,R14,41
EVT010439,RUN01950,M09,2024-09-06,R01,102
EVT010440,RUN01951,M10,2024-09-06,R09,18
EVT010441,RUN01951,M10,2024-09-06,R05,6
EVT010442,RUN01951,M10,2024-09-06,R01,6
EVT010443,RUN01951,M10,2024-09-06,R05,7
EVT010444,RUN01951,M10,2024-09-06,R09,1
EVT010445,RUN01951,M10,2024-09-06,R01,66
EVT010446,RUN01952,M11,2024-09-06,R05,29
EVT010447,RUN01953,M12,2024-09-06,R08,6
EVT010448,RUN01953,M12,2024-09-06,R14,7
EVT010449,RUN01953,M12,2024-09-06,R05,4
EVT010450,RUN01953,M12,2024-09-06,R09,6
EVT010451,RUN01953,M12,2024-09-06,R09,4
EVT010452,RUN01953,M12,2024-09-06,R09,2
EVT010453,RUN01953,M12,2024-09-06,R14,5
EVT010454,RUN01953,M12,2024-09-06,R01,10
EVT010455,RUN01953,M12,2024-09-06,R02,20
EVT010456,RUN01953,M12,2024-09-06,R09,1
EVT010457,RUN01953,M12,2024-09-06,R13,18
EVT010458,RUN01953,M12,2024-09-06,R05,6
EVT010459,RUN01953,M12,2024-09-06,R06,3
EVT010460,RUN01953,M12,2024-09-06,R01,1
EVT010461,RUN01953,M12,2024-09-06,R05,2
EVT010462,RUN01953,M12,2024-09-06,R01,49
EVT010463,RUN01953,M12,2024-09-06,R05,12
EVT010464,RUN01954,M01,2024-09-06,R05,1
EVT010465,RUN01954,M01,2024-09-06,R14,5
EVT010466,RUN01954,M01,2024-09-06,R08,24
EVT010467,RUN01954,M01,2024-09-06,R11,7
EVT010468,RUN01954,M01,2024-09-06,R10,5
EVT010469,RUN01955,M02,2024-09-06,R05,8
EVT010470,RUN01955,M02,2024-09-06,R09,1
EVT010471,RUN01955,M02,2024-09-06,R12,2
EVT010472,RUN01955,M02,2024-09-06,R10,3
EVT010473,RUN01955,M02,2024-09-06,R04,68
EVT010474,RUN01956,M03,2024-09-06,R06,10
EVT010475,RUN01956,M03,2024-09-06,R02,27
EVT010476,RUN01956,M03,2024-09-06,R01,1
EVT010477,RUN01956,M03,2024-09-06,R09,15
EVT010478,RUN01957,M04,2024-09-06,R09,14
EVT010479,RUN01957,M04,2024-09-06,R04,24
EVT010480,RUN01957,M04,2024-09-06,R12,12
EVT010481,RUN01957,M04,2024-09-06,R04,9
EVT010482,RUN01957,M04,2024-09-06,R10,1
EVT010483,RUN01957,M04,2024-09-06,R14,1
EVT010484,RUN01957,M04,2024-09-06,R09,4
EVT010485,RUN01957,M04,2024-09-06,R08,14
EVT010486,RUN01957,M04,2024-09-06,R12,16
EVT010487,RUN01958,M05,2024-09-06,R03,9
EVT010488,RUN01958,M05,2024-09-06,R13,54
EVT010489,RUN01959,M07,2024-09-06,R15,27
EVT010490,RUN01959,M07,2024-09-06,R13,13
EVT010491,RUN01959,M07,2024-09-06,R09,6
EVT010492,RUN01959,M07,2024-09-06,R08,46
EVT010493,RUN01960,M08,2024-09-06,R05,6
EVT010494,RUN01960,M08,2024-09-06,R08,12
EVT010495,RUN01960,M08,2024-09-06,R01,27
EVT010496,RUN01960,M08,2024-09-06,R07,11
EVT010497,RUN01960,M08,2024-09-06,R05,10
EVT010498,RUN01960,M08,2024-09-06,R11,4
EVT010499,RUN01960,M08,2024-09-06,R12,8
EVT010500,RUN01960,M08,2024-09-06,R12,40
EVT010501,RUN01961,M09,2024-09-06,R07,101
EVT010502,RUN01962,M10,2024-09-06,R04,96
EVT010503,RUN01963,M11,2024-09-06,R02,86
EVT010504,RUN01964,M12,2024-09-06,R03,27
EVT010505,RUN01964,M12,2024-09-06,R10,2
EVT010506,RUN01964,M12,2024-09-06,R12,14
EVT010507,RUN01964,M12,2024-09-06,R04,42
EVT010508,RUN01964,M12,2024-09-06,R04,12
EVT010509,RUN01965,M01,2024-09-06,R04,28
EVT010510,RUN01965,M01,2024-09-06,R10,5
EVT010511,RUN01965,M01,2024-09-06,R04,10
EVT010512,RUN01965,M01,2024-09-06,R14,12
EVT010513,RUN01966,M02,2024-09-06,R01,16
EVT010514,RUN01966,M02,2024-09-06,R03,13
EVT010515,RUN01966,M02,2024-09-06,R03,24
EVT010516,RUN01966,M02,2024-09-06,R01,76
EVT010517,RUN01967,M03,2024-09-06,R04,10
EVT010518,RUN01967,M03,2024-09-06,R01,4
EVT010519,RUN01967,M03,2024-09-06,R09,2
EVT010520,RUN01967,M03,2024-09-06,R11,3
EVT010521,RUN01967,M03,2024-09-06,R14,1
EVT010522,RUN01967,M03,2024-09-06,R01,30
EVT010523,RUN01968,M04,2024-09-06,R05,15
EVT010524,RUN01968,M04,2024-09-06,R10,12
EVT010525,RUN01968,M04,2024-09-06,R04,35
EVT010526,RUN01968,M04,2024-09-06,R03,2
EVT010527,RUN01968,M04,2024-09-06,R11,9
EVT010528,RUN01968,M04,2024-09-06,R10,1
EVT010529,RUN01968,M04,2024-09-06,R14,1
EVT010530,RUN01968,M04,2024-09-06,R13,8
EVT010531,RUN01968,M04,2024-09-06,R02,15
EVT010532,RUN01968,M04,2024-09-06,R03,13
EVT010533,RUN01969,M05,2024-09-06,R11,1
EVT010534,RUN01969,M05,2024-09-06,R09,1
EVT010535,RUN01969,M05,2024-09-06,R03,6
EVT010536,RUN01969,M05,2024-09-06,R14,17
EVT010537,RUN01969,M05,2024-09-06,R04,4
EVT010538,RUN01969,M05,2024-09-06,R05,16
EVT010539,RUN01970,M06,2024-09-06,R01,13
EVT010540,RUN01970,M06,2024-09-06,R14,12
EVT010541,RUN01970,M06,2024-09-06,R01,51
EVT010542,RUN01971,M07,2024-09-06,R14,1
EVT010543,RUN01971,M07,2024-09-06,R05,8
EVT010544,RUN01971,M07,2024-09-06,R09,14
EVT010545,RUN01971,M07,2024-09-06,R09,9
EVT010546,RUN01971,M07,2024-09-06,R14,5
EVT010547,RUN01971,M07,2024-09-06,R06,3
EVT010548,RUN01971,M07,2024-09-06,R09,1
EVT010549,RUN01971,M07,2024-09-06,R09,11
EVT010550,RUN01971,M07,2024-09-06,R10,10
EVT010551,RUN01971,M07,2024-09-06,R12,19
EVT010552,RUN01971,M07,2024-09-06,R07,25
EVT010553,RUN01972,M08,2024-09-06,R01,24
EVT010554,RUN01972,M08,2024-09-06,R08,9
EVT010555,RUN01972,M08,2024-09-06,R01,5
EVT010556,RUN01972,M08,2024-09-06,R06,2
EVT010557,RUN01972,M08,2024-09-06,R08,27
EVT010558,RUN01972,M08,2024-09-06,R12,15
EVT010559,RUN01972,M08,2024-09-06,R09,4
EVT010560,RUN01972,M08,2024-09-06,R15,5
EVT010561,RUN01972,M08,2024-09-06,R04,5
EVT010562,RUN01972,M08,2024-09-06,R06,1
EVT010563,RUN01972,M08,2024-09-06,R04,26
EVT010564,RUN01973,M09,2024-09-06,R11,4
EVT010565,RUN01973,M09,2024-09-06,R07,183
EVT010566,RUN01974,M10,2024-09-06,R11,1
EVT010567,RUN01974,M10,2024-09-06,R12,16
EVT010568,RUN01974,M10,2024-09-06,R09,7
EVT010569,RUN01974,M10,2024-09-06,R06,3
EVT010570,RUN01974,M10,2024-09-06,R08,2
EVT010571,RUN01974,M10,2024-09-06,R09,3
EVT010572,RUN01974,M10,2024-09-06,R07,7
EVT010573,RUN01974,M10,2024-09-06,R01,23
EVT010574,RUN01974,M10,2024-09-06,R09,3
EVT010575,RUN01974,M10,2024-09-06,R10,8
EVT010576,RUN01975,M11,2024-09-06,R04,57
EVT010577,RUN01975,M11,2024-09-06,R03,52
EVT010578,RUN01976,M12,2024-09-06,R05,5
EVT010579,RUN01976,M12,2024-09-06,R08,43
EVT010580,RUN01976,M12,2024-09-06,R01,20
EVT010581,RUN01976,M12,2024-09-06,R09,4
EVT010582,RUN01976,M12,2024-09-06,R04,2
EVT010583,RUN01976,M12,2024-09-06,R13,17
EVT010584,RUN01976,M12,2024-09-06,R10,4
EVT010585,RUN01976,M12,2024-09-06,R01,7
EVT010586,RUN01976,M12,2024-09-06,R01,2
EVT010587,RUN01976,M12,2024-09-06,R04,40
EVT010588,RUN01977,M01,2024-09-07,R04,23
EVT010589,RUN01977,M01,2024-09-07,R07,49
EVT010590,RUN01978,M04,2024-09-07,R14,3
EVT010591,RUN01978,M04,2024-09-07,R14,10
EVT010592,RUN01978,M04,2024-09-07,R13,24
EVT010593,RUN01978,M04,2024-09-07,R08,15
EVT010594,RUN01978,M04,2024-09-07,R05,6
EVT010595,RUN01979,M06,2024-09-07,R10,1
EVT010596,RUN01979,M06,2024-09-07,R02,99
EVT010597,RUN01980,M08,2024-09-07,R10,9
EVT010598,RUN01980,M08,2024-09-07,R07,16
EVT010599,RUN01980,M08,2024-09-07,R04,2
EVT010600,RUN01980,M08,2024-09-07,R03,8
EVT010601,RUN01980,M08,2024-09-07,R07,8
EVT010602,RUN01980,M08,2024-09-07,R15,1
EVT010603,RUN01980,M08,2024-09-07,R01,28
EVT010604,RUN01980,M08,2024-09-07,R10,35
EVT010605,RUN01981,M10,2024-09-07,R05,1
EVT010606,RUN01981,M10,2024-09-07,R05,30
EVT010607,RUN01981,M10,2024-09-07,R14,1
EVT010608,RUN01981,M10,2024-09-07,R08,2
EVT010609,RUN01981,M10,2024-09-07,R09,1
EVT010610,RUN01981,M10,2024-09-07,R01,37
EVT010611,RUN01982,M01,2024-09-07,R06,4
EVT010612,RUN01982,M01,2024-09-07,R02,16
EVT010613,RUN01982,M01,2024-09-07,R09,1
EVT010614,RUN01982,M01,2024-09-07,R05,1
EVT010615,RUN01982,M01,2024-09-07,R05,1
EVT010616,RUN01982,M01,2024-09-07,R05,32
EVT010617,RUN01982,M01,2024-09-07,R09,5
EVT010618,RUN01983,M03,2024-09-07,R01,31
EVT010619,RUN01983,M03,2024-09-07,R02,184
EVT010620,RUN01984,M04,2024-09-07,R06,22
EVT010621,RUN01984,M04,2024-09-07,R01,22
EVT010622,RUN01984,M04,2024-09-07,R08,12
EVT010623,RUN01984,M04,2024-09-07,R12,42
EVT010624,RUN01985,M06,2024-09-07,R11,2
EVT010625,RUN01985,M06,2024-09-07,R09,1
EVT010626,RUN01985,M06,2024-09-07,R14,1
EVT010627,RUN01985,M06,2024-09-07,R06,9
EVT010628,RUN01985,M06,2024-09-07,R11,1
EVT010629,RUN01985,M06,2024-09-07,R06,4
EVT010630,RUN01985,M06,2024-09-07,R05,27
EVT010631,RUN01985,M06,2024-09-07,R01,34
EVT010632,RUN01986,M09,2024-09-07,R09,15
EVT010633,RUN01986,M09,2024-09-07,R09,1
EVT010634,RUN01986,M09,2024-09-07,R05,44
EVT010635,RUN01987,M12,2024-09-07,R10,12
EVT010636,RUN01987,M12,2024-09-07,R04,17
EVT010637,RUN01987,M12,2024-09-07,R01,18
EVT010638,RUN01987,M12,2024-09-07,R05,1
EVT010639,RUN01987,M12,2024-09-07,R06,31
EVT010640,RUN01987,M12,2024-09-07,R14,3
EVT010641,RUN01987,M12,2024-09-07,R06,3
EVT010642,RUN01987,M12,2024-09-07,R01,29
EVT010643,RUN01987,M12,2024-09-07,R11,16
EVT010644,RUN01988,M03,2024-09-07,R14,1
EVT010645,RUN01988,M03,2024-09-07,R14,10
EVT010646,RUN01988,M03,2024-09-07,R01,13
EVT010647,RUN01988,M03,2024-09-07,R09,15
EVT010648,RUN01988,M03,2024-09-07,R03,2
EVT010649,RUN01988,M03,2024-09-07,R06,41
EVT010650,RUN01989,M04,2024-09-07,R14,25
EVT010651,RUN01989,M04,2024-09-07,R01,4
EVT010652,RUN01989,M04,2024-09-07,R06,25
EVT010653,RUN01989,M04,2024-09-07,R11,26
EVT010654,RUN01989,M04,2024-09-07,R09,1
EVT010655,RUN01989,M04,2024-09-07,R01,6
EVT010656,RUN01989,M04,2024-09-07,R09,13
EVT010657,RUN01990,M05,2024-09-07,R09,4
EVT010658,RUN01990,M05,2024-09-07,R07,12
EVT010659,RUN01990,M05,2024-09-07,R04,88
EVT010660,RUN01991,M06,2024-09-07,R04,11
EVT010661,RUN01991,M06,2024-09-07,R05,15
EVT010662,RUN01991,M06,2024-09-07,R01,13
EVT010663,RUN01991,M06,2024-09-07,R03,68
EVT010664,RUN01992,M07,2024-09-07,R07,9
EVT010665,RUN01992,M07,2024-09-07,R04,180
EVT010666,RUN01993,M08,2024-09-07,R01,4
EVT010667,RUN01993,M08,2024-09-07,R12,70
EVT010668,RUN01993,M08,2024-09-07,R06,19
EVT010669,RUN01994,M09,2024-09-07,R01,1
EVT010670,RUN01994,M09,2024-09-07,R06,3
EVT010671,RUN01994,M09,2024-09-07,R13,40
EVT010672,RUN01994,M09,2024-09-07,R12,30
EVT010673,RUN01995,M10,2024-09-07,R01,7
EVT010674,RUN01995,M10,2024-09-07,R09,12
EVT010675,RUN01995,M10,2024-09-07,R14,5
EVT010676,RUN01995,M10,2024-09-07,R05,45
EVT010677,RUN01995,M10,2024-09-07,R11,7
EVT010678,RUN01995,M10,2024-09-07,R12,9
EVT010679,RUN01995,M10,2024-09-07,R02,125
EVT010680,RUN01996,M11,2024-09-07,R09,2
EVT010681,RUN01996,M11,2024-09-07,R08,20
